airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,price
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,12:35:00,995,2,14300
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995
IndiGo,2019-06-12,Banglore,Delhi,00:30:00,03:25:00,175,0,3419
IndiGo,2019-04-09,Delhi,Cochin,11:25:00,01:30:00,845,1,6270
GoAir,2019-03-06,Delhi,Cochin,10:25:00,19:20:00,535,1,8213
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,04:25:00,335,1,16079
SpiceJet,2019-05-01,Kolkata,Banglore,22:20:00,00:40:00,140,0,3873
Jet Airways,2019-06-27,Delhi,Cochin,02:15:00,12:35:00,620,1,18371
IndiGo,2019-05-15,Banglore,Delhi,13:00:00,15:50:00,170,0,3943
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,18:50:00,700,1,8610
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,19:00:00,360,1,10262
IndiGo,2019-05-15,Banglore,Delhi,07:10:00,10:05:00,175,0,4823
Jet Airways,2019-06-12,Delhi,Cochin,09:25:00,04:25:00,1140,2,13882
Multiple carriers,2019-06-06,Delhi,Cochin,10:20:00,01:30:00,910,1,6795
Multiple carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1,9794
Multiple carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390,1,8073
Multiple carriers,2019-03-21,Delhi,Cochin,08:00:00,19:15:00,675,1,13378
SpiceJet,2019-05-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,3841
IndiGo,2019-05-18,Kolkata,Banglore,15:15:00,20:05:00,290,1,4775
Air India,2019-05-12,Kolkata,Banglore,16:45:00,12:30:00,1185,2,14330
IndiGo,2019-03-01,Banglore,Delhi,18:55:00,21:45:00,170,0,14306
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2,12352
Multiple carriers,2019-06-09,Delhi,Cochin,10:00:00,01:30:00,930,1,13377
Air Asia,2019-03-24,Banglore,Delhi,11:10:00,13:55:00,165,0,3383
Multiple carriers,2019-05-21,Delhi,Cochin,09:00:00,21:00:00,720,1,14067
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,12:35:00,1100,1,12898
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1005,1,14714
SpiceJet,2019-05-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,2175
Air India,2019-06-09,Kolkata,Banglore,12:00:00,13:15:00,1515,1,7662
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,04:40:00,450,1,8849
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1680,1,10262
Jet Airways,2019-03-21,Banglore,Delhi,22:50:00,11:25:00,755,1,7832
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,10:05:00,845,1,8586
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,830,2,13376
Multiple carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,720,1,13727
IndiGo,2019-05-06,Kolkata,Banglore,08:10:00,13:00:00,290,1,5069
IndiGo,2019-05-18,Delhi,Cochin,06:40:00,21:00:00,860,1,6758
Air India,2019-03-03,Chennai,Kolkata,11:40:00,13:55:00,135,0,10810
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,08:15:00,735,1,10844
Air India,2019-03-21,Delhi,Cochin,12:55:00,19:15:00,1820,2,11228
Multiple carriers,2019-06-27,Delhi,Cochin,14:00:00,21:00:00,420,1,13587
Multiple carriers,2019-06-09,Delhi,Cochin,14:55:00,22:30:00,455,1,6723
Vistara,2019-03-24,Banglore,Delhi,07:00:00,09:40:00,160,0,4878
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1,17024
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,08:15:00,735,1,13941
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,800,1,10844
IndiGo,2019-03-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,4148
Multiple carriers,2019-03-06,Delhi,Cochin,06:40:00,19:15:00,755,1,15077
SpiceJet,2019-05-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,2437
Air India,2019-05-18,Delhi,Cochin,07:05:00,09:25:00,1580,2,10975
IndiGo,2019-06-09,Delhi,Cochin,07:35:00,16:10:00,515,1,6442
Air Asia,2019-03-18,Kolkata,Banglore,10:20:00,12:55:00,155,0,4384
Air Asia,2019-06-03,Delhi,Cochin,07:55:00,15:45:00,470,1,8759
IndiGo,2019-05-24,Banglore,Delhi,01:30:00,04:15:00,165,0,3419
Air India,2019-05-18,Delhi,Cochin,06:05:00,09:25:00,1640,1,7480
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,04:40:00,1330,1,13941
IndiGo,2019-06-24,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,2754
GoAir,2019-04-21,Delhi,Cochin,10:35:00,19:35:00,540,1,7031
Air India,2019-03-09,Delhi,Cochin,22:00:00,19:15:00,1275,2,14851
Multiple carriers,2019-05-18,Delhi,Cochin,08:30:00,19:15:00,645,1,7887
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,19:45:00,1570,2,8098
IndiGo,2019-03-15,Banglore,Delhi,05:25:00,10:10:00,285,1,8021
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,23:35:00,1630,1,11467
Air India,2019-06-27,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,3100
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,16:10:00,1275,1,11087
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,23:25:00,385,1,9870
Air Asia,2019-06-06,Banglore,Delhi,23:55:00,02:45:00,170,0,7120
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,15554
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0,7229
Air Asia,2019-04-27,Delhi,Cochin,07:55:00,22:25:00,870,1,6451
IndiGo,2019-03-21,Kolkata,Banglore,21:25:00,00:05:00,160,0,4148
SpiceJet,2019-06-12,Kolkata,Banglore,06:55:00,09:30:00,155,0,3841
Multiple carriers,2019-05-27,Delhi,Cochin,11:40:00,19:00:00,440,1,9794
SpiceJet,2019-06-24,Banglore,Delhi,21:10:00,00:05:00,175,0,3971
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,12:35:00,1355,1,10262
Multiple carriers,2019-05-09,Delhi,Cochin,07:00:00,19:00:00,720,1,10197
Multiple carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465,1,15898
Jet Airways,2019-03-03,Delhi,Cochin,20:05:00,04:25:00,500,2,46490
IndiGo,2019-06-06,Kolkata,Banglore,19:35:00,23:15:00,220,1,6116
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,12:00:00,960,1,7064
IndiGo,2019-03-03,Banglore,Delhi,20:00:00,22:55:00,175,0,7303
SpiceJet,2019-03-21,Banglore,Delhi,10:20:00,18:15:00,475,1,7139
IndiGo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,4804
Jet Airways,2019-03-15,Banglore,Delhi,05:45:00,18:25:00,760,1,9134
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,04:25:00,450,1,12898
IndiGo,2019-04-06,Delhi,Cochin,16:00:00,21:00:00,300,1,5073
SpiceJet,2019-04-18,Kolkata,Banglore,22:20:00,00:40:00,140,0,3841
Air India,2019-05-09,Kolkata,Banglore,09:25:00,13:45:00,1700,2,12592
Air India,2019-05-15,Kolkata,Banglore,09:25:00,13:45:00,1700,2,15532
IndiGo,2019-03-15,Banglore,Delhi,10:10:00,13:00:00,170,0,6144
SpiceJet,2019-06-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,3841
Air India,2019-05-15,Delhi,Cochin,05:55:00,07:40:00,1545,2,11543
Jet Airways,2019-06-24,Delhi,Cochin,08:00:00,19:00:00,660,1,18581
Multiple carriers,2019-03-21,Delhi,Cochin,14:35:00,22:20:00,465,1,5999
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,23:35:00,570,1,14781
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,16:20:00,1285,1,10844
GoAir,2019-05-09,Kolkata,Banglore,16:40:00,00:15:00,455,1,8777
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,8529
IndiGo,2019-03-21,Delhi,Cochin,09:10:00,21:00:00,710,1,8285
Air Asia,2019-04-12,Kolkata,Banglore,22:50:00,01:20:00,150,0,4409
Air India,2019-05-01,Delhi,Cochin,17:15:00,09:25:00,970,2,8839
IndiGo,2019-05-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,5224
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,08:15:00,1430,1,13941
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,23:35:00,1025,1,8586
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800,1,10844
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,04:25:00,535,2,10368
Air India,2019-06-06,Kolkata,Banglore,09:50:00,21:05:00,675,1,7452
Multiple carriers,2019-06-12,Delhi,Cochin,09:00:00,21:00:00,720,1,13587
Jet Airways,2019-03-21,Banglore,Delhi,08:55:00,21:20:00,745,1,7832
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,19:10:00,1365,1,14151
IndiGo,2019-04-21,Delhi,Cochin,02:00:00,07:45:00,345,1,6258
Air India,2019-06-09,Kolkata,Banglore,10:00:00,05:25:00,1165,2,12744
Multiple carriers,2019-03-09,Delhi,Cochin,07:00:00,19:45:00,765,1,15237
Air India,2019-06-06,Kolkata,Banglore,16:45:00,21:05:00,1700,1,7662
Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,04:25:00,1280,1,12452
Jet Airways,2019-06-18,Mumbai,Hyderabad,08:45:00,10:15:00,90,0,4995
Jet Airways,2019-03-06,Banglore,Delhi,08:55:00,05:05:00,1210,1,16736
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,15554
Air India,2019-06-27,Delhi,Cochin,17:15:00,07:40:00,865,2,13039
Air India,2019-05-06,Kolkata,Banglore,12:00:00,21:50:00,590,2,10151
SpiceJet,2019-03-15,Banglore,Delhi,09:35:00,12:30:00,175,0,6309
Multiple carriers,2019-05-15,Delhi,Cochin,07:30:00,19:00:00,690,1,9315
SpiceJet,2019-06-06,Delhi,Cochin,17:55:00,22:50:00,295,1,5409
IndiGo,2019-03-09,Delhi,Cochin,04:45:00,12:55:00,490,1,16162
Vistara,2019-05-12,Kolkata,Banglore,17:00:00,10:45:00,1065,1,9922
Multiple carriers,2019-06-15,Delhi,Cochin,08:45:00,19:00:00,615,1,11789
Jet Airways,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1,10262
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,14:25:00,1080,1,10703
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,22:35:00,365,1,14781
SpiceJet,2019-03-21,Delhi,Cochin,16:35:00,22:50:00,375,1,4957
SpiceJet,2019-03-15,Chennai,Kolkata,17:45:00,20:05:00,140,0,6300
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,12:35:00,330,1,14924
Jet Airways,2019-06-27,Banglore,Delhi,08:20:00,11:20:00,180,0,6478
Jet Airways,2019-06-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,3210
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,21:05:00,1685,1,13067
Air India,2019-03-03,Banglore,Delhi,10:00:00,12:45:00,165,0,11423
Air India,2019-03-06,Mumbai,Hyderabad,12:00:00,12:25:00,1465,1,14408
SpiceJet,2019-04-01,Kolkata,Banglore,15:05:00,20:20:00,315,1,4649
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,04:25:00,1130,2,11507
SpiceJet,2019-04-15,Banglore,Delhi,05:55:00,08:35:00,160,0,4423
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,09:05:00,765,1,7980
Jet Airways,2019-06-09,Delhi,Cochin,09:25:00,12:35:00,1630,2,13882
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,22:05:00,1745,1,10539
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,09:20:00,1155,1,9663
Air India,2019-06-01,Delhi,Cochin,09:00:00,19:15:00,615,1,10454
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,1775,2,15129
IndiGo,2019-06-12,Banglore,Delhi,04:00:00,06:50:00,170,0,3943
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,570,1,14571
SpiceJet,2019-05-15,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,1965
Multiple carriers,2019-06-03,Delhi,Cochin,12:50:00,19:15:00,385,1,9001
IndiGo,2019-05-24,Delhi,Cochin,14:20:00,22:30:00,490,1,7640
Jet Airways,2019-03-12,Banglore,Delhi,08:55:00,23:00:00,845,1,13817
Air India,2019-06-24,Delhi,Cochin,12:55:00,19:15:00,1820,2,12436
Multiple carriers,2019-03-21,Delhi,Cochin,19:00:00,01:35:00,395,1,6838
SpiceJet,2019-06-15,Banglore,Delhi,21:10:00,00:05:00,175,0,3971
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,10:45:00,1065,1,9187
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1,15554
Jet Airways,2019-06-18,Banglore,Delhi,17:45:00,20:45:00,180,0,8016
Jet Airways,2019-06-03,Delhi,Cochin,08:00:00,19:00:00,660,1,10577
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,18:15:00,590,1,9899
Air India,2019-05-21,Delhi,Cochin,18:05:00,21:10:00,185,0,6094
Multiple carriers,2019-06-15,Delhi,Cochin,18:15:00,01:30:00,435,1,13377
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,23:35:00,570,1,10844
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,730,1,14571
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,12:00:00,890,1,9663
Air India,2019-05-24,Kolkata,Banglore,09:25:00,18:30:00,545,1,8576
Jet Airways,2019-06-06,Delhi,Cochin,14:00:00,04:25:00,865,1,14714
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,04:40:00,875,1,9663
Air India,2019-05-09,Delhi,Cochin,16:55:00,19:15:00,1580,2,13591
SpiceJet,2019-06-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,3841
Vistara,2019-06-27,Banglore,Delhi,17:00:00,19:35:00,155,0,4878
Jet Airways,2019-03-03,Delhi,Cochin,11:30:00,04:25:00,1015,1,19828
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1,15764
Air India,2019-03-06,Delhi,Cochin,12:00:00,19:15:00,435,2,11858
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,19:00:00,1195,2,15129
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,330,1,9663
Air India,2019-03-09,Delhi,Cochin,07:05:00,19:15:00,2170,2,11762
Air Asia,2019-05-15,Banglore,Delhi,23:55:00,02:45:00,170,0,3383
Vistara,2019-06-01,Delhi,Cochin,06:00:00,09:10:00,190,0,6741
IndiGo,2019-03-21,Banglore,Delhi,13:00:00,15:50:00,170,0,5694
GoAir,2019-06-27,Kolkata,Banglore,15:20:00,17:55:00,155,0,3514
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,08:15:00,665,1,14388
Air India,2019-06-15,Delhi,Cochin,06:05:00,09:25:00,1640,1,7480
Air Asia,2019-04-21,Kolkata,Banglore,10:20:00,12:55:00,155,0,4409
Multiple carriers,2019-03-27,Delhi,Cochin,07:00:00,15:30:00,510,1,6148
SpiceJet,2019-03-06,Delhi,Cochin,06:10:00,11:20:00,310,1,9748
IndiGo,2019-05-06,Banglore,Delhi,06:05:00,08:50:00,165,0,4423
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,23:35:00,1630,1,10953
SpiceJet,2019-04-27,Delhi,Cochin,17:55:00,22:50:00,295,1,4957
SpiceJet,2019-04-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,3841
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,10:05:00,1200,1,13941
Air India,2019-05-15,Delhi,Cochin,17:15:00,19:15:00,1560,2,13022
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,16:20:00,1150,1,10844
IndiGo,2019-03-24,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,2754
IndiGo,2019-05-15,Banglore,Delhi,10:10:00,13:00:00,170,0,3943
Air India,2019-06-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,3100
SpiceJet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,140,0,3597
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,09:45:00,1005,1,13067
IndiGo,2019-06-24,Delhi,Cochin,08:35:00,22:30:00,835,1,6442
Air India,2019-03-01,Banglore,Delhi,05:50:00,08:50:00,1620,3,13081
SpiceJet,2019-06-18,Banglore,Delhi,05:55:00,08:35:00,160,0,3573
Air India,2019-05-09,Delhi,Cochin,12:30:00,09:25:00,1255,1,7480
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,22:35:00,520,1,11134
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,13731
Multiple carriers,2019-05-18,Delhi,Cochin,19:00:00,01:30:00,390,1,7670
IndiGo,2019-06-01,Delhi,Cochin,15:00:00,01:30:00,630,1,6628
Air India,2019-03-01,Banglore,Delhi,05:50:00,22:10:00,980,2,13366
IndiGo,2019-03-01,Banglore,Delhi,19:35:00,00:35:00,300,1,22153
Multiple carriers,2019-03-21,Delhi,Cochin,10:00:00,01:35:00,935,1,8098
Multiple carriers,2019-06-27,Delhi,Cochin,06:40:00,19:15:00,755,1,7354
Jet Airways,2019-06-27,Delhi,Cochin,18:20:00,12:35:00,1095,2,14300
Multiple carriers,2019-06-27,Delhi,Cochin,08:30:00,19:00:00,630,1,11200
IndiGo,2019-06-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,5224
Multiple carriers,2019-06-15,Delhi,Cochin,09:45:00,22:30:00,765,1,9646
IndiGo,2019-06-03,Delhi,Cochin,07:30:00,21:00:00,810,1,6093
Multiple carriers,2019-03-03,Delhi,Cochin,08:00:00,15:30:00,450,1,15078
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,10:55:00,1075,1,13067
GoAir,2019-06-09,Banglore,Delhi,07:45:00,10:40:00,175,0,3898
Jet Airways,2019-06-24,Delhi,Cochin,09:25:00,04:25:00,1140,2,13882
SpiceJet,2019-04-15,Delhi,Cochin,08:45:00,13:15:00,270,1,5830
GoAir,2019-06-03,Delhi,Cochin,07:25:00,13:35:00,370,1,6976
Jet Airways,2019-04-18,Banglore,Delhi,06:00:00,08:45:00,165,0,7229
Air India,2019-06-06,Kolkata,Banglore,10:00:00,01:20:00,920,2,13033
GoAir,2019-05-18,Kolkata,Banglore,23:30:00,07:45:00,495,1,7335
Jet Airways,2019-03-18,Banglore,Delhi,08:00:00,07:40:00,1420,1,12284
IndiGo,2019-06-27,Kolkata,Banglore,21:25:00,00:05:00,160,0,4804
Air India,2019-03-21,Delhi,Cochin,17:15:00,19:15:00,1560,2,8770
Multiple carriers,2019-05-09,Delhi,Cochin,11:25:00,19:15:00,470,1,7575
IndiGo,2019-05-12,Banglore,Delhi,18:25:00,21:20:00,175,0,4823
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,04:25:00,395,1,12898
SpiceJet,2019-03-24,Kolkata,Banglore,15:05:00,20:45:00,340,1,6197
Multiple carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1,14486
Air Asia,2019-04-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,4409
Vistara,2019-03-15,Banglore,Delhi,06:40:00,12:35:00,355,1,6800
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,19:10:00,575,1,12384
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1,12898
Jet Airways,2019-03-06,Banglore,Delhi,08:55:00,16:10:00,435,1,19225
IndiGo,2019-03-21,Kolkata,Banglore,17:15:00,19:55:00,160,0,4148
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,12:35:00,1320,2,13376
SpiceJet,2019-05-24,Chennai,Kolkata,09:45:00,12:00:00,135,0,3543
Vistara,2019-04-21,Banglore,Delhi,11:30:00,14:20:00,170,0,5403
Jet Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,180,0,7229
Air India,2019-06-21,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,3100
Jet Airways,2019-03-21,Banglore,Delhi,08:00:00,20:20:00,740,1,7832
Multiple carriers,2019-06-27,Delhi,Cochin,13:00:00,21:00:00,480,1,7408
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,12:00:00,890,1,10844
Jet Airways,2019-06-24,Delhi,Cochin,09:35:00,12:35:00,1620,2,12609
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,12:35:00,1295,1,12373
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,730,1,10844
Jet Airways,2019-06-06,Banglore,Delhi,07:10:00,10:10:00,180,0,8016
Air Asia,2019-05-15,Kolkata,Banglore,15:10:00,23:30:00,500,2,5192
IndiGo,2019-03-24,Banglore,Delhi,18:25:00,21:20:00,175,0,8033
GoAir,2019-03-24,Kolkata,Banglore,06:35:00,14:25:00,470,1,4773
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,8586
IndiGo,2019-05-18,Delhi,Cochin,10:35:00,01:30:00,895,1,7503
Air India,2019-06-18,Banglore,Delhi,05:45:00,08:45:00,180,0,6961
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,18:00:00,1500,1,10624
Jet Airways,2019-03-01,Banglore,Delhi,11:40:00,09:00:00,1280,1,20800
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,665,1,10844
Multiple carriers,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1,13377
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,19:00:00,560,2,10368
Jet Airways,2019-06-12,Banglore,Delhi,11:10:00,14:05:00,175,0,5769
IndiGo,2019-06-18,Chennai,Kolkata,13:15:00,15:35:00,140,0,3597
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,18:50:00,1250,1,6017
Jet Airways,2019-03-06,Banglore,Delhi,09:45:00,14:25:00,280,1,16757
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,19:00:00,1210,1,12898
IndiGo,2019-04-21,Banglore,Delhi,23:30:00,02:20:00,170,0,4591
Jet Airways,2019-04-27,Banglore,Delhi,06:00:00,08:45:00,165,0,4544
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,04:25:00,335,1,14714
IndiGo,2019-04-24,Delhi,Cochin,16:00:00,21:00:00,300,1,5065
Air India,2019-06-24,Banglore,Delhi,10:00:00,12:45:00,165,0,6961
SpiceJet,2019-05-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,3873
Air India,2019-04-03,Delhi,Cochin,12:30:00,09:25:00,1255,1,5117
Multiple carriers,2019-06-15,Delhi,Cochin,13:15:00,22:30:00,555,1,8018
IndiGo,2019-06-01,Delhi,Cochin,17:05:00,22:25:00,320,1,7060
Air India,2019-06-12,Delhi,Cochin,05:00:00,19:15:00,2295,2,9443
Air India,2019-03-21,Banglore,Delhi,11:50:00,13:00:00,1510,1,5092
Jet Airways,2019-03-18,Banglore,Delhi,14:05:00,19:10:00,305,1,13502
IndiGo,2019-06-06,Delhi,Cochin,07:35:00,12:10:00,275,1,5458
Multiple carriers,2019-03-27,Delhi,Cochin,08:55:00,21:00:00,725,1,8055
IndiGo,2019-06-18,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2227
Multiple carriers,2019-05-15,Delhi,Cochin,11:25:00,19:00:00,455,1,9103
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,04:40:00,585,1,13941
IndiGo,2019-03-03,Delhi,Cochin,08:35:00,21:20:00,765,2,8049
GoAir,2019-06-21,Banglore,Delhi,20:55:00,23:40:00,165,0,3898
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,12:25:00,1050,1,11087
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,12:35:00,1595,1,10262
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,520,1,13941
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,04:25:00,335,1,12898
Air India,2019-04-06,Banglore,Delhi,10:00:00,12:45:00,165,0,5176
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,22:35:00,850,1,10031
Multiple carriers,2019-03-06,Delhi,Cochin,13:55:00,21:00:00,425,1,15136
IndiGo,2019-03-03,Banglore,Delhi,00:40:00,03:25:00,165,0,6144
IndiGo,2019-03-06,Delhi,Cochin,06:40:00,21:20:00,880,2,6610
Air India,2019-04-03,Kolkata,Banglore,19:00:00,11:05:00,965,1,4227
SpiceJet,2019-06-18,Chennai,Kolkata,08:20:00,10:35:00,135,0,3543
Multiple carriers,2019-05-27,Delhi,Cochin,10:20:00,01:30:00,910,1,6795
Jet Airways,2019-03-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4160
Multiple carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1,10197
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180,0,5769
Air India,2019-03-09,Delhi,Cochin,16:55:00,19:15:00,1580,2,22096
Air India,2019-03-21,Delhi,Cochin,06:10:00,23:00:00,1010,1,5704
Air India,2019-05-21,Delhi,Cochin,09:45:00,09:25:00,1420,2,10975
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505,1,9314
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,5769
Vistara,2019-04-27,Banglore,Delhi,17:00:00,19:35:00,155,0,5613
IndiGo,2019-03-15,Chennai,Kolkata,19:35:00,21:55:00,140,0,6297
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,04:25:00,610,1,10262
Air India,2019-05-21,Kolkata,Banglore,08:20:00,11:10:00,1610,2,11222
IndiGo,2019-03-09,Banglore,Delhi,05:30:00,08:20:00,170,0,4777
SpiceJet,2019-03-21,Mumbai,Hyderabad,13:10:00,14:30:00,80,0,3173
IndiGo,2019-06-12,Delhi,Cochin,05:10:00,10:05:00,295,1,6496
IndiGo,2019-03-06,Delhi,Cochin,11:55:00,21:20:00,565,2,6610
Jet Airways,2019-06-03,Delhi,Cochin,21:50:00,04:25:00,395,1,12898
IndiGo,2019-05-15,Delhi,Cochin,17:10:00,01:30:00,500,1,6979
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1,13941
IndiGo,2019-04-24,Kolkata,Banglore,15:30:00,18:05:00,155,0,4804
SpiceJet,2019-05-15,Delhi,Cochin,08:45:00,13:15:00,270,1,4760
SpiceJet,2019-03-09,Chennai,Kolkata,17:45:00,20:05:00,140,0,6300
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,19:00:00,300,1,14714
Vistara,2019-05-27,Banglore,Delhi,19:30:00,22:15:00,165,0,4878
Air Asia,2019-03-01,Banglore,Delhi,23:25:00,02:10:00,165,0,10873
Jet Airways,2019-04-09,Banglore,Delhi,08:20:00,11:20:00,180,0,7229
SpiceJet,2019-03-06,Delhi,Cochin,15:55:00,21:55:00,360,1,9748
